trr_rd_no,statute,description,subject_no,trr_report_id
HZ256676,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19307457.0,96883
HZ256676,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19307457.0,96884
HZ256676,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19307457.0,96884
HZ256676,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19307457.0,96884
HZ256889,720 ILCS 5.0/19-1-A,BURGLARY,19307630.0,96885
HZ256912,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19307662.0,96886
HZ256912,720 ILCS 550.0/4-C,CANNABIS - POSSESS 10-30 GRMS,19307662.0,96886
HZ256912,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19307662.0,96887
HZ256912,720 ILCS 550.0/4-C,CANNABIS - POSSESS 10-30 GRMS,19307662.0,96887
HZ257285,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19307742.0,96889
HZ257285,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19307742.0,96889
HZ257285,720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,19307742.0,96889
HZ257285,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19307742.0,96889
HZ257285,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19307742.0,96890
HZ257285,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19307742.0,96890
HZ257285,720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,19307742.0,96890
HZ257285,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19307742.0,96890
HZ217654,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19307790.0,96891
HZ257561,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19307825.0,96893
HZ258134,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19308014.0,96899
HZ258134,625 ILCS 5.0/18B-103.1-A,DISOBEY POLICE OFFICER ORDER,19308014.0,96899
HZ258134,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19308014.0,96899
HZ258134,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19308014.0,96899
HZ258134,9-64-100-C,NO PARKING IN FIRE LANE,19308014.0,96899
HZ258611,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19308205.0,96901
HZ258611,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19308205.0,96901
HZ258611,720 ILCS 5.0/26-1-A-1,DISORDERLY CONDUCT - BREACH OF PEACE,19308205.0,96901
HZ258134,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19308014.0,96902
HZ258134,625 ILCS 5.0/18B-103.1-A,DISOBEY POLICE OFFICER ORDER,19308014.0,96902
HZ258134,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19308014.0,96902
HZ258134,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19308014.0,96902
HZ258134,9-64-100-C,NO PARKING IN FIRE LANE,19308014.0,96902
HZ258948,625 ILCS 5.0/18B-103.1-A,DISOBEY POLICE OFFICER ORDER,19308292.0,96903
HZ258948,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19308292.0,96903
HZ258947,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19308288.0,96904
HZ258947,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19308288.0,96904
HZ258947,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19308288.0,96904
HZ258947,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19308288.0,96905
HZ258947,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19308288.0,96905
HZ258947,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19308288.0,96905
HZ259284,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19308427.0,96909
HZ259284,625 ILCS 5.0/6-101,DRIVING/NO LICENSE/PERMIT/AGE,19308427.0,96909
HZ259284,720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,19308427.0,96909
HZ259263,625 ILCS 5.0/11-204.1-A-4,IVC - AGG FLEEING/2+ CON DVC/2ND,19308453.0,96910
HZ259263,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19308453.0,96910
HZ259263,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19308453.0,96910
HZ259263,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19308453.0,96910
HZ259263,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19308453.0,96910
HZ259263,9-20-010(B),ONE WAY STREET/ALLEY SIGNS POSTED,19308453.0,96910
HZ259263,9-24-010(B),STOP AT STOP SIGN,19308453.0,96910
HZ259263,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19308453.0,96910
HZ259430,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,19308470.0,96911
HZ259430,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19308470.0,96911
HZ259452,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19308490.0,96912
HZ259452,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19308490.0,96913
HZ259490,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19308530.0,96914
HZ259490,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19308530.0,96914
HZ259490,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19308530.0,96914
HZ259345,10-36-050,BREACH OF PEACE,19308448.0,96915
HZ259345,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND   ,19308448.0,96915
HZ259345,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19308448.0,96915
HZ259345,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19308448.0,96915
HZ259430,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,19308470.0,96917
HZ259430,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19308470.0,96917
HZ259282,625 ILCS 5.0/11-1402-A,IVC - UNSAFE BACKING ON ROADWAY,19308405.0,96918
HZ259282,625 ILCS 5.0/11-1412.1,IVC - DRIVING ON SIDEWALK,19308405.0,96918
HZ259282,625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19308405.0,96918
HZ259282,625 ILCS 5.0/11-204.1-A-3,IVC - AGG FLEEING/DAMAGE>$300 PROP,19308405.0,96918
HZ259282,625 ILCS 5.0/11-402-A,LEAVING THE SCENE,19308405.0,96918
HZ259282,625 ILCS 5.0/11-501-A-6,DUI ANY AMOUNT OF DRUG,19308405.0,96918
HZ259282,625 ILCS 5.0/3-413-F,IVC - REGISTRATION EXPIRATION - 1ST&2ND,19308405.0,96918
HZ259282,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19308405.0,96918
HZ259282,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19308405.0,96918
HZ259282,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/>$500-$10K,19308405.0,96918
HZ259282,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19308405.0,96918
HZ259575,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19308649.0,96919
HZ259575,720 ILCS 5.0/16-1-A-4,THEFT/STOLEN <$500 PERSON     ,19308649.0,96919
HZ259575,720 ILCS 5.0/17-38-A,USE OF ACCT NUMBER/CODE/>$150,19308649.0,96919
HZ259575,720 ILCS 5.0/31-1A-B,ATTEMPT DISARM PC OFF/CORR INST EMP,19308649.0,96919
HZ268745,625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,19312317.0,97027
HZ259643,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19308668.0,96920
HZ259643,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19308668.0,96920
HZ259643,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19308668.0,96920
HZ259643,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19308668.0,96920
HZ260698,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19309031.0,96923
HZ260698,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19309031.0,96923
HZ260698,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19309031.0,96923
HZ260698,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19309031.0,96923
HZ260698,8-26-020-A,GUN OFFENDER DUTY TO REGISTER AND TO VERIFY,19309031.0,96923
HZ260696,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19309031.0,96924
HZ260696,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19309031.0,96924
HZ260696,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19309031.0,96924
HZ260696,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19309031.0,96924
HZ260696,8-26-020-A,GUN OFFENDER DUTY TO REGISTER AND TO VERIFY,19309031.0,96924
HZ260696,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19309031.0,96925
HZ260696,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19309031.0,96925
HZ260696,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19309031.0,96925
HZ260696,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19309031.0,96925
HZ260696,8-26-020-A,GUN OFFENDER DUTY TO REGISTER AND TO VERIFY,19309031.0,96925
HZ260696,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19309031.0,96926
HZ260696,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19309031.0,96926
HZ260696,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19309031.0,96926
HZ260696,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19309031.0,96926
HZ260696,8-26-020-A,GUN OFFENDER DUTY TO REGISTER AND TO VERIFY,19309031.0,96926
HZ260935,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19309158.0,96927
HZ261514,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19309383.0,96931
HZ261514,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19309383.0,96932
HZ261485,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19309382.0,96933
HZ261485,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19309382.0,96933
HZ261889,625 ILCS 40.0/2-4,RESISTANCE TO OFFICER,19309522.0,96941
HZ261889,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19309522.0,96941
HZ261890,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,1930952.0,96942
HZ261890,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,1930952.0,96943
HZ262043,720 ILCS 5.0/12-4-A,AGG BATT/HARM/POLICE/DOC/DHS,19309562.0,96945
HZ262043,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19309562.0,96945
HZ262043,720 ILCS 5.0/12-4-A,AGG BATT/HARM/POLICE/DOC/DHS,19309562.0,96946
HZ262043,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19309562.0,96946
HZ261758,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19309570.0,96947
HZ261653,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19309637.0,96949
HZ261653,720 ILCS 5.0/12-3.05-D-9,AGGRAVATED BATTERY/MERCHANT,19309637.0,96949
HZ261653,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/>$300,19309637.0,96949
HZ261653,720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL >$300,19309637.0,96949
HZ261653,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19309637.0,96949
HZ261653,9-24-010(B),STOP AT STOP SIGN,19309637.0,96949
HZ261653,9-40-140,NEGLIGENT DRIVING,19309637.0,96949
HZ261653,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19309637.0,96949
HZ261653,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,1930957.0,96950
HZ261653,720 ILCS 5.0/12-3.05-D-9,AGGRAVATED BATTERY/MERCHANT,1930957.0,96950
HZ261653,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/>$300,1930957.0,96950
HZ261653,720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL >$300,1930957.0,96950
HZ261653,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,1930957.0,96950
HZ261653,9-24-010(B),STOP AT STOP SIGN,1930957.0,96950
HZ261653,9-40-140,NEGLIGENT DRIVING,1930957.0,96950
HZ261653,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,1930957.0,96950
HZ262280,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19309731.0,96952
HZ262280,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19309731.0,96952
HZ262374,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19309782.0,96955
HZ263188,625 ILCS 40.0/2-4,RESISTANCE TO OFFICER,19310056.0,96960
HZ263188,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19310056.0,96960
HZ263188,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19310056.0,96960
HZ263671,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19310227.0,96961
HZ263671,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310227.0,96961
HZ263671,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19310227.0,96961
HZ263671,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19310227.0,96962
HZ263671,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310227.0,96962
HZ263671,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19310227.0,96962
HZ263644,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19310231.0,96963
HZ263644,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19310231.0,96963
HZ263644,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310231.0,96963
HZ263858,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19310317.0,96964
HZ263865,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310328.0,96965
HZ263865,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19310328.0,96965
HZ263865,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19310328.0,96965
HZ263865,9-16-040(A),U-TURN 100FT INTERSECTION,19310328.0,96965
HZ263888,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19310335.0,96966
HZ263936,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19310368.0,96967
HZ263936,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19310368.0,96967
HZ263936,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19310368.0,96967
HZ263936,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310368.0,96967
HZ263936,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19310368.0,96967
HZ263952,720 ILCS 360.0/1,CRIMINAL DAMAGE - TELEPHONE/TELEGRAPH EQUIPMENT,19310371.0,96968
HZ263952,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19310371.0,96968
HZ263952,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19310371.0,96968
HZ263952,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310371.0,96968
HZ263952,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19310371.0,96968
HZ263952,720 ILCS 360.0/1,CRIMINAL DAMAGE - TELEPHONE/TELEGRAPH EQUIPMENT,19311037.0,96969
HZ263952,720 ILCS 5.0/11-1.40-A-1,PRED CRIM SEX ASLT/VICTIM <13,19311037.0,96969
HZ263952,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19311037.0,96969
HZ263952,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19311037.0,96969
HZ263952,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19311037.0,96969
HZ263952,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19311037.0,96969
HZ263936,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19310368.0,96970
HZ263936,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19310368.0,96970
HZ263936,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19310368.0,96970
HZ263936,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310368.0,96970
HZ263936,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19310368.0,96970
HZ264871,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310699.0,96977
HZ264871,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310699.0,96978
HZ264871,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310699.0,96979
HZ265000,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19310779.0,96980
HZ265000,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19310779.0,96981
HZ265012,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19310799.0,96982
HZ265012,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19310799.0,96982
HZ265012,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310799.0,96982
HZ265012,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19310799.0,96984
HZ265012,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19310799.0,96984
HZ265012,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310799.0,96984
HZ165012,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310809.0,96985
HZ265012,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19310809.0,96986
HZ265012,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19310809.0,96986
HZ265012,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310809.0,96986
HZ265012,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19310799.0,96987
HZ265012,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19310799.0,96987
HZ265012,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310799.0,96987
HZ265242,720 ILCS 5.0/12-3.05-D-6,AGG BATTERY/GOVERNMENT EMP,19310927.0,96988
HZ265242,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310927.0,96988
HZ265441,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19310973.0,96989
HZ265441,4-228-020,LICENSE REQUIRED MOTOR VEHICLE REPAIR SHOP,19310973.0,96989
HZ265441,9-80-110(B),HAZARDOUS DILAPIDATED VEH IN PUBL VIEW,19310973.0,96989
HZ265441,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19310973.0,96989
HZ265421,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19310996.0,96991
HZ265421,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19310996.0,96991
HZ265421,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310996.0,96991
HZ265421,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19310996.0,96991
HZ265594,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19310996.0,96992
HZ265594,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19310996.0,96992
HZ265594,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19310996.0,96992
HZ265594,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19310996.0,96992
HZ265898,720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19311149.0,96995
HZ265898,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19311149.0,96995
HZ265898,720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19311149.0,96996
HZ265898,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19311149.0,96996
HZ265992,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19311219.0,96997
HZ265992,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND   ,19311219.0,96997
HZ265992,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19311219.0,96997
HZ266026,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19311250.0,96998
HZ266026,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19311250.0,96998
HZ266026,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19311250.0,96998
HZ266026,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19311250.0,96998
HZ266026,9-16-050(B),NO TURN SIGNALS-VIOLATION,19311250.0,96998
HZ266026,9-76-050(D),"LIGHT, LICENSE PLATE",19311250.0,96998
HZ266026,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19311256.0,96999
HZ266026,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19311256.0,96999
HZ266026,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19311256.0,96999
HZ266026,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19311256.0,96999
HZ266026,9-16-050(B),NO TURN SIGNALS-VIOLATION,19311256.0,96999
HZ266026,9-76-050(D),"LIGHT, LICENSE PLATE",19311256.0,96999
HZ266026,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19311256.0,97000
HZ266026,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19311256.0,97000
HZ266026,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19311256.0,97000
HZ266026,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19311256.0,97000
HZ266026,9-16-050(B),NO TURN SIGNALS-VIOLATION,19311256.0,97000
HZ266026,9-76-050(D),"LIGHT, LICENSE PLATE",19311256.0,97000
HZ265984,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19311216.0,97001
HZ265984,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19311216.0,97001
HZ265984,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19311216.0,97002
HZ265984,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19311216.0,97002
HZ266110,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19311299.0,97003
HZ266110,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19311299.0,97003
HZ266070,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19311308.0,97004
HZ266070,625 ILCS 5.0/11-501-A-6,DUI ANY AMOUNT OF DRUG,19311308.0,97004
HZ266070,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19311308.0,97004
HZ266070,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19311308.0,97004
HZ266156,430 ILCS 65.0/2-A-1,FIREARM W/O VALID FOID/ELIG,19311339.0,97005
HZ266156,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19311339.0,97005
HZ266156,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19311339.0,97005
HZ266156,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19311339.0,97005
HZ266156,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19311339.0,97005
